RP_1,RP_2,RP_3,RP_4,RP_5,RP_6
-1.3076141716927314,-0.019744757340736153,-1.6819056136696484,-1.690291824236536,-0.3738835231749925,1.844729261529292
-0.7389733031599471,-1.5447334057909252,1.0952448620870472,1.7143991892325159,-0.14001022428695206,-1.103733627924483
-0.00869914902879997,-1.6564619413556985,1.8764663910134636,1.6016638368203973,-0.8600935675811606,-0.5413858951111147
1.2005635494628197,-0.24780737413925047,0.47509578812544906,0.24950545358642282,2.1538345261572016,-0.9452185702792325
0.19837110007328845,-0.6030621639851427,0.05538859365614889,0.3578379598417887,1.2170684324704586,-1.3247409954721476
-0.4008276179955806,0.646132001381334,0.9444812482355007,0.7245222150598751,0.8532424161137099,-0.023032313058102574
0.19418467249784438,0.5225314790328223,0.2826729569316607,0.3887877972241067,-0.48644235613773384,-0.16433960816209245
1.3059800441925538,0.627964623908226,1.4397155837840183,-1.4199167192736686,-0.5331818069420513,1.1593773380826944
-0.6723429255854318,-0.31323690997082765,1.3255507677952278,1.1319866823091311,0.3497673853076733,-0.3463733247653889
2.108957225777453,1.6996053404524967,-0.6420383117431636,-1.2350036286706476,1.3493941921213977,-0.08688427595950739
-1.4403055367597675,-0.1049581674491681,1.018710755687309,1.4185718127599332,1.62616189692115,-0.7428906475501909
1.040190939357321,-0.4308008977612613,-1.5502567234004447,0.5392177887251429,1.302315262658934,-0.08206676660839549
-2.0378062279218034,-0.09850793590153566,-0.7911195093084799,-0.07639721064976664,-0.8730125763312706,-0.3814435375522117
0.20645668123820554,0.6632736672004428,-1.1029490213185127,0.2823433114397526,-0.7941574925359701,-0.8955087138155016
0.8032182050379174,-2.9403479459652093,-2.1593871925577703,0.7927777737667291,-0.3076826737557841,-1.1411902222272436
-1.7848548308381926,-0.015140859973445765,0.7378313017734871,0.17509601340532005,-0.061035620612949086,0.36283338040828816
-0.26726308805995946,1.6497282237334456,0.25467311959814015,-0.24515852486779513,0.19228684378013383,0.44279864682735076
-1.4639425446932475,-0.0654522693242844,1.2986177060682829,1.4988837520478122,1.923551169029852,-0.6315543432987321
-1.1652337556349832,0.3104342866019839,-2.286988241379516,-0.13141750317237183,-1.3887231619794367,-1.1522622201131434
-0.3836866666085027,-1.475385973715618,-2.768939742001998,-0.7602487054219398,-0.5428291949631892,0.17789725557367145
-0.29467434548505317,1.7913584722347213,-0.9657293709993613,-0.31848956446301274,0.021233271013873376,-0.2157419481673417
-1.388285437850422,1.4974056780186278,-0.36300158333899724,-1.5779206757982842,-1.6055666948211578,1.3584342322751333
-0.991684388382178,-1.4019960991660088,0.5719761515154164,1.8118885799167408,0.26274037089497027,-1.4788695648689754
0.6073219333708251,-0.19501910804637335,-1.0242705352894725,-1.0471921825894472,0.28537622974234805,1.4239066803574842
0.8373700159095523,-0.7941645208762664,0.9795664727779859,0.20176851619412006,0.4752161882821733,-0.6596328296371687
1.1695800964637681,0.6365205603946903,1.4297773912283132,0.4463101008760795,-0.5185097947227196,0.5231291145273634
-0.06890777371479462,2.2496296019661273,0.16779114186562072,0.2091664284404161,1.7431978000866086,0.13423161013031645
1.5559759899935128,0.9540554997655758,-0.04611719488604144,-1.4282567477370511,-0.6016209217150849,0.32707066556471
0.3382208238146264,-0.5549377482991115,1.885020321062135,0.6452726121008004,2.213826054207808,-0.4363239946590623
0.1565746017956412,-1.7909254619914217,-1.9111075621514113,-1.0252132249125736,-1.5554952340245838,0.8641055441058441
-0.5662724396166746,-1.6210801029143453,-2.5766288040224703,-0.834278411164675,-0.639082324753965,0.32152928839894857
-1.3779274875675693,1.3396999648172283,1.1433285803550488,-0.16354067649554313,0.9647341229712967,0.83418137852262
-0.6065797614424241,0.8151239861200187,2.2688042318832755,-1.9513946424146775,-2.969932100390541,3.144605830663201
1.1598990933508846,-0.015660304922213604,-0.7843247122066466,0.5183505465934801,1.545830421022127,-1.8410475497275216
0.5341007638507135,-1.5816947548461375,-2.432972171765119,-1.216494471465572,-1.05398722220718,0.7103207267631466
-0.02616328665841478,-0.5639701774116702,1.2152811863366413,0.6014569048630438,2.2329032914913816,-0.8178682462605043
2.046446782436928,0.9280577349647677,0.22223154267054454,-1.5261235186655087,-1.0118277996839327,0.5716209934498862
-1.844138536772144,0.37476747701094787,0.4124093959176246,0.493780963660475,0.9332328606402659,-0.019154989028639293
0.49302562726313887,-1.8720282120266376,-1.4605750199756777,0.2430666057015519,0.2848005836855283,-0.15913170110516378
0.5891157077392672,-1.0525181796481644,-4.082162463407977,-0.8476931266190214,-0.8891421289261521,-0.46037440383353445
-1.2503869986599934,1.43239952617684,0.9515511720629146,-0.1266857841344611,0.9693866923907508,0.7096691020534169
-0.001530163778196499,0.0023284828560455797,0.8984602408178847,0.06461543030571545,-1.4679837739729382,0.37111522872721553
-0.06232339204760096,-0.7727818304305608,1.5876094859844398,2.3556100289473534,1.6033918890596945,-1.162416567601554
0.2091431822797669,0.28902166833895365,1.2811293518774591,0.33697471351604763,-0.6573669570622662,0.4412279607682869
