ICA_1,ICA_2,ICA_3,ICA_4
-1.5494234911673277,0.10143045662967667,1.053071687777423,-1.8235350308225735
-1.5310308135743018,1.1211719975373255,-0.4190089404194119,1.1327969010011882
-0.42233772235753586,1.0003020015711377,-0.35304894103393164,1.0746887297310357
-0.7623752641966355,-1.8140048165865519,-0.01666459263349477,0.1917143968152516
-0.7223474384103015,-1.3395718695933128,-0.7025470380417765,0.4507804251183605
-1.099961940542571,0.6899370975954328,-0.62732864167496,0.9575485922359457
0.4000578112118831,1.0668533819584447,-0.40906732928122,1.2059467403839956
0.8450349185668607,-1.542489911499527,-0.8878334887022906,0.39733390029956966
-0.09672565186439348,0.01772807187726917,-0.4382325722329364,-0.03878136040302499
1.2907326307860738,-1.6796282989839617,0.03485520885308194,0.37643183303486805
-1.532982254575967,-0.1001597122393539,-0.5745129394113837,-0.12666779904133899
0.2831827168747112,0.21941917349396942,1.6558126206528363,0.7409833688307221
-1.106962983788717,0.9516187148169619,-0.5555251784002754,-1.3843099111345267
0.9601682466779876,1.445518707815061,-0.22681699461688518,1.449443848497715
-1.0424444185412702,0.996274121371418,2.492924545527414,1.111261208666711
-1.491028121357004,0.3679637310479172,-0.645811816973744,-1.738468628491986
0.902040839519392,0.07102393815443339,-0.48710036663849293,0.08003352073737426
-1.7555856265211525,-0.23197732768119816,-0.6049609271662603,-0.20820283978859297
0.9842424611080286,1.2497252590389776,-0.15376547463126378,-1.1525287544539917
-0.8186083888598918,0.3963147081112969,2.1669459175306884,-1.6696325319663254
1.2978880772421515,0.38642782418919547,-0.3303239298287778,0.2827081676973932
-0.08966821492573045,0.7792459169190578,-0.7503853299998146,-1.4156125986930357
-1.8211544350249442,1.1780220996091932,-0.4202845893634413,1.1672571500568432
-0.18133884324112165,-0.43745036277610977,1.9058653233897525,-0.22028737421638991
0.11976603786131726,-1.4674602589027836,-0.6537205439946104,0.381424191679889
1.4575400801959952,0.6515170533528586,-0.25552656619425856,0.980150869750635
0.8376544732160892,-0.33830456831001515,-0.3726159839652969,-0.14342192971174478
1.7770731862519225,-1.2460494082747846,-0.6275879245613493,0.6050306080953981
-1.45964305980356,-2.014623397432015,-0.8502519810539984,0.03425191230016772
-0.09789655282741784,0.3709320763968306,2.2095727476941804,-1.6837891027132639
-1.2312083546763222,0.4139516533896563,2.117149317066061,-1.671212848969706
-1.468249330295161,-0.11533648088183615,-0.8516371711456734,-0.08498078710815518
0.3615593062484337,0.4158416415168826,-0.8381925416944823,-1.651174891039137
0.9636274162986275,-1.4117181968750907,-0.30187558812822957,0.4608138144969604
-0.4031626306190778,0.31677956177853855,2.732592476038789,-1.703413025467606
-1.8306620235083457,-1.8069825660911831,-0.8555664621551237,0.15254638910740762
2.4854759908734034,-1.2868711440103142,-0.5103171071722771,0.5927164432761483
-1.6089347951129445,0.19449053567267566,-0.6327737159791309,-1.8306454718739817
-0.301841534354545,-0.17008981238171675,2.278798280735688,-0.11781901652197885
1.0840531543740946,0.6003890871518103,2.661992168295071,-1.494676404444758
-1.1350158109265218,-0.09952414229737458,-0.8143205459956002,-0.06661330871646486
0.042891128601182514,1.2187844555747613,-0.5417809637037612,1.2712884093476766
-0.8757168331154832,0.44441219493109635,-0.31700921641355373,0.7656801458591165
0.08431402769880807,0.8905898096337204,-0.5272753599596717,1.0854285720593897
0.0032715990141367933,0.4570665814642138,-0.37964983387832013,0.22509200385884928
0.902279022057294,1.0087927955420581,0.22854776006568792,-1.2850690245361953
-0.25427898787746783,0.4947333394957324,-0.755598175865264,0.2771299443088259
-0.21818431016440987,-1.0307925931625932,-0.9291993451794356,0.6896031064360841
0.43977277933342845,0.5876345003210847,-0.27308246269436076,0.9457266785220729
-0.6265529087678666,0.5922281466792279,2.388788010655168,0.8800938770277349
-1.0147549370209283,0.40259579646584603,-0.7847370587150212,0.22346661849587193
-0.035795829240280054,-1.1699468555965862,-0.9778811182288711,0.5948799307672051
-0.09907849239341283,0.07087688781573072,1.5637858975055687,-1.857229649800565
-0.9746029371132754,0.590623729277801,2.3644425102274673,0.8792820882599084
1.0550600821154967,-1.4922311104681987,-0.8491502629677199,0.4321717990661709
1.5939605411964237,-1.6073886771263814,2.3816693893821594,0.36960568568780955
1.5943255282008146,0.08063832100818806,-0.3854115358828257,0.09578314725759786
-1.4781134238729823,0.37585565134031923,2.1627497518547982,0.7207883281040839
-0.10048615789547569,0.019504860289018894,1.4259004079460482,0.6031581331983008
0.8431620152917411,-0.9680601154952718,-0.8519509538331418,0.7351986086124097
0.41735655476383565,-0.1637975780222775,-0.38618312271229027,-0.1376024836423368
-0.244946885382003,0.9993565053505357,-0.3667635300954518,1.0689107093735546
1.3280419314489218,-1.7651076744386645,0.31289858763431255,0.2704014561223821
-0.3423431607650405,-1.560791354615991,-0.9890392124784457,0.373365716170735
-1.6242398615277402,-2.165036940257167,0.7351276375424033,0.01057575266254483
-1.1548179235525986,0.6249891900696307,-0.8542716620087624,-1.5236001761116067
2.2518177316182357,1.076086471933874,-0.3106218153789024,-1.18694787183203
-0.10597669886882588,-1.5266905082452982,-0.6377986101866309,0.3516613574660507
-0.10178250851994165,1.2648371078672422,-0.46398098044958674,1.3144212539193871
-1.2297206774111433,0.044527610523603774,1.4194581743764012,0.5150106900105037
-1.7272393155387378,0.17974076700379107,1.1858648491782204,0.6574584639460592
0.43167876811579226,-0.16787593976519946,-0.4932478235270135,-0.16071907936621976
1.5740466731188525,0.43980043390972573,-0.5110636578320904,-1.5807852201397015
0.565022845128374,0.9896866427368085,-0.01231826486793903,1.1197543811216526
0.302562100682561,0.4722128614143414,-0.4039799858620791,-1.6375358686801964
0.9037644579718672,-1.0831189210900642,-0.35957605449997165,0.6456320497117137
-0.714075979704667,0.8665234271286134,-0.6126486635038147,1.058976639754123
-1.5921722171706183,1.2577745330885706,-0.3935935745811813,1.219190941050436
-0.5985549712948592,0.6353041460643761,-0.73227143965993,0.3679870774811349
0.3994417180302583,-1.1398919815749529,-0.8182110474036713,0.6454664639223042
-0.8717809211518542,-0.1037549336276141,-0.519440841428154,-0.12011687320244131
0.5738979754051445,0.5365058018062618,-0.5301130566243553,0.3458236662470256
-1.2488633229846882,0.7238267152832685,2.3412059576870696,0.9381064142728861
2.4121695985184815,-0.8421640868169269,-0.6585220911496602,0.8321532597829197
0.5789318413427238,0.26827885384165484,1.9899380016104637,-1.675030931290193
-0.06603604487657905,-2.2108548180498953,1.2157391845477246,-0.039172848064024816
1.0434828941417646,-1.851056117363698,1.967120881828633,0.2816416139049159
